2007,234205553.3402778
2008,369430787.3411637
2009,455772475.97211605
2010,525478850.71988034
2011,537351240.6107894
2012,585026934.5965037
2013,641035357.8584085
2014,712918776.7669778
2015,797382562.9719923
2016,881378168.2523493
2017,908829338.3887129
