2007,203356052.22083333
2008,320025442.79583335
2009,378614850.03154767
2010,432122256.72559524
2011,430444991.4165043
2012,475311000.04864717
2013,510421233.1795995
2014,552829468.5379329
2015,621823609.6612012
2016,670458426.0582252
2017,686121616.1350648
